id,label
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_90.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_91.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_92.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_93.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_94.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_95.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_96.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_97.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_98.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_99.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_100.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_101.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_102.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_103.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_104.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_105.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_106.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_107.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_108.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_109.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_110.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_111.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_112.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_113.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_114.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_115.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_116.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_117.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_118.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_119.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_120.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_121.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_122.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_123.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_124.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_125.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_126.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_127.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_128.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_129.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_130.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_131.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_132.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_133.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_134.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_135.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_136.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_137.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_138.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_139.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_140.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_141.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_142.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_143.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_144.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_145.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_146.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_147.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_148.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_149.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_150.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_151.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_152.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_153.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_154.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_155.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_156.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_157.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_158.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_159.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_160.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_161.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_162.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_163.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_164.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_165.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_166.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_167.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_168.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_169.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_170.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_171.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_172.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_173.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_174.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_175.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_176.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_177.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_178.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_179.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_180.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_181.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_182.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_183.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_184.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_185.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_186.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_187.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_188.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_189.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_190.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_191.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_192.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_193.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_194.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_195.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_196.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_197.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_198.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_199.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_200.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_201.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_202.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_203.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_204.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_205.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_206.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_207.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_208.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_209.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_210.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_211.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_212.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_213.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_214.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_215.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_216.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_217.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_218.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_219.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_220.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_221.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_222.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_223.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_224.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_225.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_226.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_227.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_228.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_229.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_230.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_231.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_232.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_233.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_234.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_235.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_236.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_237.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_238.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_239.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_240.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_241.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_242.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_243.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_244.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_245.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_246.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_247.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_248.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_249.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_250.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_251.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_252.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_253.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_254.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_255.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_256.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_257.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_258.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_259.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_260.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_261.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_262.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_263.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_264.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_265.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_266.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_267.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_268.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_269.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_270.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_271.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_272.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_273.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_274.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_275.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_276.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_277.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_278.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_279.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_280.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_281.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_282.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_283.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_284.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_285.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_286.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_287.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_288.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_289.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_290.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_291.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_292.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_293.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_294.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_295.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_296.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_297.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_298.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_299.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_300.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_301.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_302.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_303.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_304.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_305.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_306.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_307.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_308.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_309.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_310.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_311.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_312.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_313.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_314.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_315.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_316.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_317.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_318.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_319.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_320.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_321.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_322.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_323.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_324.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_325.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_326.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_327.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_328.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_329.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_330.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_331.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_332.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_333.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_334.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_335.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_336.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_337.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_338.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_339.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_340.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_341.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_342.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_343.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_344.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_345.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_346.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_347.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_348.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_349.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_350.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_351.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_352.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_353.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_354.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_355.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_356.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_357.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_358.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_359.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_360.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_361.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_362.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_363.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_364.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_365.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_366.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_367.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_368.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_369.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_370.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_371.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_372.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_373.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_374.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_375.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_376.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_377.mat,1
C:\Users\aki\Documents\GitHub\deep\DEM\crater\data_378.mat,1
